卷章名,領域,標題,勉勵,經文
02出埃及記第06章,信仰,天父以祂的名向你保證應許成就,你是否曾因心靈太沉重，連盼望的話語也聽不進去？以色列人在埃及「因苦工心靈愁煩，不聽摩西的話」，神並沒有因此收回應許，反而更清楚地宣告：「我是耶和華，我要救贖你們」，用六個「我必……」來堅固動搖中的信心。天父知道你有時因疲憊而無法感受祂的話語，但祂的應許不因你的狀態而改變。祂的名字本身就是最可靠的保證。,我是耶和華；我要用伸出來的膀臂，並行大審判，救贖你們脫離他們的重擔。《出埃及記6:6》
02出埃及記第07章,敬拜,天父的能力超越你所面對的一切阻擋,你是否曾在使命的路上，一再遭遇拒絕和頑抗，感到精疲力竭？摩西面對法老剛硬的心，一次又一次被拒絕，但神早已告訴他這是計畫的一部分——為的是讓埃及人知道「我是耶和華」。天父不因人的剛硬而改變祂的計畫，反而讓頑抗成為彰顯祂大能的背景。你所面對的那道硬牆，在天父的手中不是終點，而是祂榮耀將要顯現的地方。,我要在埃及地伸手攻擊埃及，埃及人就知道我是耶和華了。《出埃及記7:5》
02出埃及記第08章,品格,天父看見你在舒暢中的心志,你是否曾在壓力下許下承諾，一旦壓力解除就漸漸淡忘？法老在苦難中呼求，一旦青蛙除去，就硬著心再度食言。這個模式令人警醒，因為它是人性最誠實的寫照——危機中向神靠近，平安後漸漸疏遠。天父看見你在「舒暢的日子」中的心志，祂不是只在你有需要時才重要的神。真正的信仰，在平順的日子更能顯出它的質地。,那日我要在我民所住的歌珊地施行拯救，使那裏沒有成群的蒼蠅，好叫你知道我耶和華在這地上。《出埃及記8:22》
02出埃及記第09章,悔改,天父的警告是為你預備的憐憫,你是否曾在神的話語中看見一個警告，卻遲遲沒有回應？神在雹災來臨前，給所有人一個機會：敬畏神話語的人把牲畜帶進屋，就得保全；輕忽的人則承受損失。神的警告從來不是威脅，而是憐憫的邀請。天父在你的生命中也常常透過祂的話語發出呼召，每一個來得及回應的機會，都是祂主動給出的恩典。不要等到雹災臨到，才想起那個早已聽見的提醒。,我叫你存立，是特要向你顯我的能力，並要使我的名傳遍天下。《出埃及記9:16》
02出埃及記第10章,敬拜,天父值得你帶著全部去事奉,你是否曾在敬拜神的事上，習慣性地「留一點在後面」，部分投入、部分保留？法老一再提出妥協方案——只去男丁、把牲畜留下——但摩西每次都拒絕：「一蹄也不留下，因為我們必用牛羊事奉耶和華。」完整的事奉不能半途妥協。天父配得你完全的敬拜，不只是你方便的時候、你感覺對的時候。把你全部帶到祂面前，是你能做出最有意義的選擇。,我們要帶着我們的牛羊去，因為我們必用牛羊事奉耶和華我們的神；我們到了那裏，才知道當用甚麼事奉耶和華。《出埃及記10:26》
02出埃及記第11章,信仰,天父在審判中仍分別保守你的生命,你是否曾在一個充滿審判與混亂的環境中，感到孤立無援，不知道神的保護是否仍在？神宣告長子之死的那夜，以色列人卻因血記號而得保全；更早，「以色列中，無論是人是牲畜，連狗也不向他們搖舌」。天父不只保護你的生命，祂也保護你的尊嚴。在這個世界的混亂中，天父的眼目看得出誰是祂的人，你並不是被淹沒在人群中無名的一個。,但以色列中，無論是人是牲畜，連狗也不向他們搖舌，好讓你知道耶和華把以色列人和埃及人分別出來了。《出埃及記11:7》
02出埃及記第12章,信仰,天父用羔羊的血越過你的審判,你是否曾想過，得救的根基究竟是什麼？不是以色列人的好行為，不是他們的禱告，而是門框上的血。「我一見這血，就越過你們去。」審判越過，是因為血在那裏，而不是因為裏面的人夠好。這個羔羊的血，是基督十字架最深刻的預表。天父不是因為你夠格才保護你，而是因為那寶血已經塗抹了你應得的審判。你是被血保守的人，這是你最穩固的身份。,這血要在你們所住的房屋上作記號；我一見這血，就越過你們去，我毀滅埃及地的時候，災殃必不臨到你們身上。《出埃及記12:13》
02出埃及記第13章,未來,天父在你旅途的每一步前面引路,你是否曾在人生的轉折點感到茫然，不知道該往哪個方向走？神帶領以色列人走的路，不是最短的路，而是神認為他們最需要走的路。白天有雲柱，夜間有火柱，日夜都可以行走。天父的引導是全時程的，不只在大事上，也在每一段平凡的旅途中。你不需要看清楚整條路，只需要看清楚下一步那一根柱子。天父在你前面，也在你身邊。,耶和華在他們前面行，白天在雲柱中引導他們的路，夜間在火柱中光照他們，使他們日夜都可以行走。《出埃及記13:21》
02出埃及記第14章,信仰,天父在你的絕境中開出一條路,你是否曾站在一個「前無去路、後有追兵」的處境，感到完全被困住？以色列人在紅海邊，前面是水，後面是軍隊，是完全的絕境。神卻說「你們只管站住，看耶和華向你們施行的救恩」，然後海分開了。天父不需要先清除障礙才能行動，祂在障礙中開路。你今天面對的那個「不可能」，也許正是祂要施展大能的舞台。站住，等候祂。,摩西對百姓說：「不要懼怕，只管站住，看耶和華今天向你們所要施行的救恩。」《出埃及記14:13》
02出埃及記第15章,敬拜,天父的拯救配得你最深的讚美,你是否曾在神的拯救中，真正停下來以讚美回應，而不是立刻轉向下一個擔憂？以色列人過了紅海，摩西帶著他們唱起了讚美的歌：「耶和華是我的力量，我的詩歌，也成了我的拯救。」這不只是一首歌，而是一個人在親歷神同在之後，從心底湧出的宣告。天父配得你生命中最真實、最深沉的讚美。每一次祂帶你渡過的難關，都值得一首屬於你的歌。,耶和華是我的力量，我的詩歌，也成了我的拯救；這是我的神，我要讚美他；是我父親的神，我要尊崇他。《出埃及記15:2》
02出埃及記第16章,信仰,天父每天供應你今天所需要的,你是否曾為了明天、後天、明年的事情焦慮，卻發現今天的恩典已經夠用？神降下嗎哪，但規定每天只能收當天的分，多收的第二天就腐爛。這是神刻意設計的依賴訓練——不是因為祂吝嗇，而是要我們每天都回到祂面前。天父的供應節奏是「今日的糧今日給」，不是一次給足讓你不再需要祂。讓今天的恩典餵飽今天，明天再來領明天的份。,耶和華吩咐摩西說：「你取一罐嗎哪一俄梅珥，存在耶和華面前，要留到後代。」《出埃及記16:32》
02出埃及記第17章,服事,天父在你最乾渴的地方湧出活水,你是否曾在自己看似最貧乏、最無資源的地方，突然經歷到出乎意料的豐盛？摩西在乾旱的曠野，擊打一塊磐石，水就從磐石湧出，讓整個會眾都有水喝。更美的是，亞倫和戶珥扶著摩西疲憊的雙手，以色列才得勝利。天父在你最不可能的地方開出泉源，也透過你身邊的人扶持你。你不必獨力支撐，也不必在最貧乏的地方絕望。,我必在何烈的磐石那裏，站在你面前。你要擊打磐石，從磐石裏必有水流出來，使百姓可以喝。《出埃及記17:6》
02出埃及記第18章,智慧,天父透過他人的智慧幫助你走得更遠,你是否曾因為驕傲或習慣，而無法接受別人給你的建議，即使那建議是對的？摩西身為神所用的領袖，卻願意聽從岳父葉忒羅的話，接受了分層授權的建議，「聽從他岳父的話，按着他所說的去行」。真正的智慧不在於凡事靠自己，而是知道何時接受幫助。天父把智慧放在你身邊的人身上，也許下一個改變你的建議，已經有人說出口了，你聽見了嗎？,你和這些百姓必都疲憊；因為這事太重，你獨自一人辦理不了。《出埃及記18:18》
02出埃及記第19章,信仰,天父呼召你成為祂聖潔的子民,你是否曾覺得自己只是個普通人，神對你沒有特別的期待？但神對以色列人說：「你們要歸我作祭司的國度，為聖潔的國民。」這不是對精英說的話，而是對整個得救群體的呼召——每一個人都是在神面前有身份、有使命的人。天父不只是把你從困境中救出來，祂還把你召進一個有使命的群體。你的生命不是偶然的，你是被天父特別揀選、呼召的人。,你們要歸我作祭司的國度，為聖潔的國民。《出埃及記19:6》
02出埃及記第20章,信仰,天父給你誡命是因祂先愛你、先救你,你是否曾覺得神的誡命是一種沉重的負擔，彷彿要達到某個標準才能被神接納？十誡的開頭不是「你們若遵行……我就愛你們」，而是「我是耶和華你的神，曾將你從為奴之家領出來」——救恩在先，誡命在後。天父不是因你守誡命才愛你，而是因祂愛你、救了你，才給你一條可以活得豐盛的路。誡命是愛的框架，不是換取愛的條件。,我是耶和華你的神，曾將你從埃及地、為奴之家領出來。除了我以外，你不可有別的神。《出埃及記20:2-3》
02出埃及記第21章,品格,天父看見你在關係中所維護的公義,你是否曾在職場或家庭中，目睹對弱勢者的不公平對待，卻不知道該如何回應？神在這裡給出的律法令人驚訝：受傷的奴僕可以得自由，打壞別人眼睛的人要負代價。每一條律法的背後，都是神對人的尊嚴的珍視。天父看見你在日常關係中的選擇——你是選擇保護弱者，還是對不公義保持沉默？在你身邊，有沒有需要你站出來維護的人？,以眼還眼，以牙還牙，以手還手，以腳還腳。《出埃及記21:24》
